"","DEG","up.results_OO_RC_padj.1","down.results_OO_RC_padj.1"
"309","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10074"
"310","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10086"
"311","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10108"
"312","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10161"
"313","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10174"
"314","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10187"
"315","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10211"
"316","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10256"
"317","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10346"
"318","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10374"
"319","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10387"
"320","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10449"
"321","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10507"
"322","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10529"
"323","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10558"
"324","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10590"
"325","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10666"
"326","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10812"
"327","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10821"
"328","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10828"
"329","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10832"
"330","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10835"
"331","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10868"
"332","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10884"
"333","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10904"
"334","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig10937"
"335","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11008"
"336","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11093"
"337","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11095"
"338","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11174"
"339","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11207"
"340","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11316"
"341","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11335"
"342","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11352"
"343","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11370"
"344","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11415"
"345","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11439"
"346","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11468"
"347","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11519"
"348","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11521"
"349","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11556"
"350","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11564"
"351","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11586"
"352","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11650"
"353","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11664"
"354","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11694"
"355","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11695"
"356","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11727"
"357","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11752"
"358","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11815"
"359","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11820"
"360","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11831"
"361","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11863"
"362","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11940"
"363","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11944"
"364","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12063"
"365","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12069"
"366","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12073"
"367","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12103"
"368","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12108"
"369","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12161"
"370","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12192"
"371","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12283"
"372","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12290"
"373","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12309"
"374","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12324"
"375","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12356"
"376","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12368"
"377","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12393"
"378","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12428"
"379","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12485"
"380","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12536"
"381","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12576"
"382","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12578"
"383","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12589"
"384","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12649"
"385","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12743"
"386","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12805"
"387","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12809"
"388","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12848"
"389","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12849"
"390","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12877"
"391","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12926"
"392","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12938"
"393","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12940"
"394","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13030"
"395","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13042"
"396","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13142"
"397","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13270"
"398","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13275"
"399","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13403"
"400","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13489"
"401","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13506"
"402","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13511"
"403","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13568"
"404","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13581"
"405","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13582"
"406","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13603"
"407","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13727"
"408","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13752"
"409","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13755"
"410","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13779"
"411","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13784"
"412","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13798"
"413","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13866"
"414","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13875"
"415","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13946"
"416","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13984"
"417","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14008"
"418","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14058"
"419","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14073"
"420","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14083"
"421","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14109"
"422","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14121"
"423","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14160"
"424","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14171"
"425","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14287"
"426","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14303"
"427","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14315"
"428","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14318"
"429","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14378"
"430","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14393"
"431","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14452"
"432","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14478"
"433","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14496"
"434","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14522"
"435","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14545"
"436","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14546"
"437","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14557"
"438","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14566"
"439","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14612"
"440","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14620"
"441","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14671"
"442","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14693"
"443","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14709"
"444","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14721"
"445","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14725"
"446","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14732"
"447","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14750"
"448","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14756"
"449","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14758"
"450","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14778"
"451","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14805"
"452","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14815"
"453","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14826"
"454","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14865"
"455","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14918"
"456","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14967"
"457","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15001"
"458","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15015"
"459","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15038"
"460","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15088"
"461","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15097"
"462","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15153"
"463","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15223"
"464","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15234"
"465","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15290"
"466","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15330"
"467","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15398"
"468","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15405"
"469","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15430"
"470","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15463"
"471","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15511"
"472","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15525"
"473","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15543"
"474","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15552"
"475","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15585"
"476","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15603"
"477","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15612"
"478","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15614"
"479","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15658"
"480","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15752"
"481","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15785"
"482","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15794"
"483","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15816"
"484","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15825"
"485","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15857"
"486","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15937"
"487","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15944"
"488","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15951"
"489","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15961"
"490","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15965"
"491","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15991"
"492","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16036"
"493","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16094"
"494","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16130"
"495","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16141"
"496","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16153"
"497","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16185"
"498","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16200"
"499","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16209"
"500","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16236"
"501","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16239"
"502","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16246"
"503","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16249"
"504","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16332"
"505","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16356"
"506","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16398"
"507","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16473"
"508","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16527"
"509","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16563"
"510","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16570"
"511","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16624"
"512","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16672"
"513","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16710"
"514","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16753"
"515","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16758"
"516","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16793"
"517","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16832"
"518","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16888"
"519","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16936"
"520","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16958"
"521","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16969"
"522","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16980"
"523","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16988"
"524","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17006"
"525","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17076"
"526","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17105"
"527","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17132"
"528","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17162"
"529","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17201"
"530","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17228"
"531","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17260"
"532","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17304"
"533","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17320"
"534","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17381"
"535","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17416"
"536","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17421"
"537","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17438"
"538","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17476"
"539","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17481"
"540","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17511"
"541","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17526"
"542","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17601"
"543","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17631"
"544","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17637"
"545","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17716"
"546","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17730"
"547","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17740"
"548","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17752"
"549","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17758"
"550","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17761"
"551","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17837"
"552","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17849"
"553","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17853"
"554","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17857"
"555","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17890"
"556","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17904"
"557","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17946"
"558","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17985"
"559","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18069"
"560","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18077"
"561","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18105"
"562","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18144"
"563","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18147"
"564","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18164"
"565","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18185"
"566","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18209"
"567","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18218"
"568","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18226"
"569","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18229"
"570","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18231"
"571","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18232"
"572","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18272"
"573","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18282"
"574","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18328"
"575","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18365"
"576","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18414"
"577","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18479"
"578","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18489"
"579","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18490"
"580","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18493"
"581","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18560"
"582","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18561"
"583","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18581"
"584","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18593"
"585","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18675"
"586","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18699"
"587","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18704"
"588","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18790"
"589","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18826"
"590","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18833"
"591","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18861"
"592","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18884"
"593","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18890"
"594","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18954"
"595","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18960"
"596","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19003"
"597","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19053"
"598","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19071"
"599","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19111"
"600","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19130"
"601","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19159"
"602","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19243"
"603","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19263"
"604","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00070",NA
"605","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00087",NA
"606","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00146",NA
"607","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00213",NA
"608","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00324",NA
"609","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00418",NA
"610","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00471",NA
"611","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00504",NA
"612","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00535",NA
"613","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00549",NA
"614","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00596",NA
"615","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00626",NA
"616","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00732",NA
"617","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00750",NA
