"","DEG","up.results_OO_RC_padj.1","down.results_OO_RC_padj.1"
"618","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00790",NA
"619","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00834",NA
"620","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00899",NA
"621","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01006",NA
"622","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01133",NA
"623","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01157",NA
"624","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01234",NA
"625","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01252",NA
"626","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01293",NA
"627","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01325",NA
"628","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01353",NA
"629","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01407",NA
"630","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01558",NA
"631","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01583",NA
"632","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01602",NA
"633","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01619",NA
"634","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01734",NA
"635","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01803",NA
"636","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01830",NA
"637","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01845",NA
"638","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01855",NA
"639","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01886",NA
"640","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01968",NA
"641","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02044",NA
"642","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02239",NA
"643","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02254",NA
"644","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02284",NA
"645","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02319",NA
"646","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02437",NA
"647","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02545",NA
"648","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02547",NA
"649","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02983",NA
"650","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03208",NA
"651","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03231",NA
"652","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03279",NA
"653","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03292",NA
"654","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03385",NA
"655","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03456",NA
"656","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03471",NA
"657","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03478",NA
"658","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03512",NA
"659","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03551",NA
"660","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03616",NA
"661","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03643",NA
"662","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03656",NA
"663","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03709",NA
"664","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03737",NA
"665","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03779",NA
"666","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03880",NA
"667","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03908",NA
"668","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04008",NA
"669","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04027",NA
"670","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04179",NA
"671","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04220",NA
"672","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04249",NA
"673","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04258",NA
"674","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04336",NA
"675","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04362",NA
"676","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04460",NA
"677","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04566",NA
"678","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04570",NA
"679","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04627",NA
"680","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04646",NA
"681","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04690",NA
"682","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04704",NA
"683","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04711",NA
"684","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04739",NA
"685","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04740",NA
"686","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04811",NA
"687","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04825",NA
"688","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04859",NA
"689","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04876",NA
"690","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04911",NA
"691","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04927",NA
"692","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04940",NA
"693","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05026",NA
"694","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05048",NA
"695","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05057",NA
"696","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05112",NA
"697","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05284",NA
"698","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05314",NA
"699","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05315",NA
"700","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05356",NA
"701","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05604",NA
"702","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05630",NA
"703","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05661",NA
"704","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05814",NA
"705","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05849",NA
"706","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05853",NA
"707","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig05959",NA
"708","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06095",NA
"709","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06100",NA
"710","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06130",NA
"711","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06147",NA
"712","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06198",NA
"713","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06211",NA
"714","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06213",NA
"715","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06238",NA
"716","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06240",NA
"717","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06276",NA
"718","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06306",NA
"719","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06321",NA
"720","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06419",NA
"721","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06499",NA
"722","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06576",NA
"723","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06619",NA
"724","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06707",NA
"725","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06856",NA
"726","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06873",NA
"727","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06883",NA
"728","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06907",NA
"729","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06922",NA
"730","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig06966",NA
"731","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07008",NA
"732","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07088",NA
"733","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07168",NA
"734","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07197",NA
"735","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07200",NA
"736","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07250",NA
"737","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07311",NA
"738","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07339",NA
"739","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07403",NA
"740","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07425",NA
"741","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07511",NA
"742","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07569",NA
"743","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07628",NA
"744","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07708",NA
"745","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07798",NA
"746","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07885",NA
"747","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07901",NA
"748","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig07998",NA
"749","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08014",NA
"750","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08015",NA
"751","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08031",NA
"752","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08057",NA
"753","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08280",NA
"754","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08302",NA
"755","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08329",NA
"756","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08332",NA
"757","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08363",NA
"758","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08467",NA
"759","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08533",NA
"760","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08635",NA
"761","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08678",NA
"762","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08842",NA
"763","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig08969",NA
"764","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09142",NA
"765","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09258",NA
"766","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09346",NA
"767","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09373",NA
"768","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09382",NA
"769","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09433",NA
"770","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09523",NA
"771","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09548",NA
"772","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09569",NA
"773","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09609",NA
"774","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09617",NA
"775","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09653",NA
"776","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09665",NA
"777","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09680",NA
"778","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig09749",NA
"779","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10045",NA
"780","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10090",NA
"781","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10120",NA
"782","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10144",NA
"783","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10153",NA
"784","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10181",NA
"785","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10399",NA
"786","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10499",NA
"787","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10548",NA
"788","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10628",NA
"789","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10797",NA
"790","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10896",NA
"791","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10944",NA
"792","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig10988",NA
"793","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11072",NA
"794","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11087",NA
"795","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11109",NA
"796","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11213",NA
"797","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11236",NA
"798","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11299",NA
"799","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11317",NA
"800","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11506",NA
"801","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11597",NA
"802","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11676",NA
"803","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11778",NA
"804","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11796",NA
"805","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig11840",NA
"806","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12020",NA
"807","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12029",NA
"808","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12042",NA
"809","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12050",NA
"810","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12106",NA
"811","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12184",NA
"812","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12218",NA
"813","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12281",NA
"814","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12328",NA
"815","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12375",NA
"816","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12563",NA
"817","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12584",NA
"818","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12586",NA
"819","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12620",NA
"820","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12663",NA
"821","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12690",NA
"822","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12734",NA
"823","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12960",NA
"824","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig12980",NA
"825","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13093",NA
"826","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13141",NA
"827","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13174",NA
"828","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13188",NA
"829","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13233",NA
"830","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13260",NA
"831","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13297",NA
"832","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13314",NA
"833","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13332",NA
"834","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13367",NA
"835","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13554",NA
"836","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13602",NA
"837","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13607",NA
"838","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13618",NA
"839","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13624",NA
"840","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13663",NA
"841","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13818",NA
"842","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13829",NA
"843","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13845",NA
"844","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13927",NA
"845","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig13971",NA
"846","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14054",NA
"847","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14081",NA
"848","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14086",NA
"849","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14088",NA
"850","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14105",NA
"851","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14113",NA
"852","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14119",NA
"853","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14190",NA
"854","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14420",NA
"855","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14536",NA
"856","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14591",NA
"857","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14597",NA
"858","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14785",NA
"859","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14849",NA
"860","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14893",NA
"861","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig14986",NA
"862","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15058",NA
"863","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15067",NA
"864","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15114",NA
"865","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15206",NA
"866","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15337",NA
"867","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15406",NA
"868","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15414",NA
"869","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15443",NA
"870","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15453",NA
"871","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15457",NA
"872","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15492",NA
"873","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15496",NA
"874","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15504",NA
"875","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15565",NA
"876","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15627",NA
"877","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15754",NA
"878","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15790",NA
"879","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15899",NA
"880","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15904",NA
"881","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15922",NA
"882","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16008",NA
"883","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16031",NA
"884","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16112",NA
"885","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16228",NA
"886","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16294",NA
"887","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16303",NA
"888","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16370",NA
"889","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16443",NA
"890","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16707",NA
"891","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16709",NA
"892","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16723",NA
"893","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16771",NA
"894","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16920",NA
"895","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16998",NA
"896","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17079",NA
"897","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17107",NA
"898","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17108",NA
"899","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17195",NA
"900","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17287",NA
"901","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17411",NA
"902","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17491",NA
"903","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17541",NA
"904","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17553",NA
"905","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17590",NA
"906","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17659",NA
"907","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17680",NA
"908","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17772",NA
"909","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17809",NA
"910","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17831",NA
"911","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17889",NA
"912","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17916",NA
"913","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17963",NA
"914","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18108",NA
"915","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18161",NA
"916","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18192",NA
"917","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18221",NA
"918","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18262",NA
"919","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18341",NA
"920","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18382",NA
"921","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18412",NA
"922","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18420",NA
"923","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18452",NA
"924","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18477",NA
"925","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18515",NA
"926","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18516",NA
"927","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18562",NA
"928","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18645",NA
"929","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18689",NA
"930","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18767",NA
"931","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18912",NA
"932","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18958",NA
"933","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig19050",NA
"934","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig19112",NA
"935","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig19148",NA
