"","DEG","up.results_OO_RO_padj.1","down.results_OO_RO_padj.1"
"298","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11527"
"299","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11552"
"300","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11564"
"301","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11569"
"302","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11629"
"303","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11650"
"304","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11664"
"305","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11694"
"306","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11736"
"307","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11748"
"308","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11752"
"309","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11791"
"310","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11831"
"311","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11838"
"312","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11863"
"313","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11948"
"314","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11951"
"315","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig11997"
"316","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12073"
"317","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12087"
"318","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12103"
"319","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12108"
"320","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12221"
"321","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12246"
"322","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12283"
"323","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12293"
"324","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12298"
"325","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12368"
"326","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12369"
"327","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12378"
"328","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12393"
"329","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12428"
"330","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12434"
"331","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12453"
"332","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12485"
"333","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12536"
"334","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12576"
"335","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12578"
"336","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12581"
"337","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12589"
"338","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12590"
"339","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12704"
"340","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12743"
"341","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12778"
"342","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12794"
"343","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12805"
"344","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12809"
"345","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12897"
"346","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig12926"
"347","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13006"
"348","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13041"
"349","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13042"
"350","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13062"
"351","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13142"
"352","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13202"
"353","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13242"
"354","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13269"
"355","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13270"
"356","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13276"
"357","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13299"
"358","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13325"
"359","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13383"
"360","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13471"
"361","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13501"
"362","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13511"
"363","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13568"
"364","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13582"
"365","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13660"
"366","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13752"
"367","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13784"
"368","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13866"
"369","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13946"
"370","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig13984"
"371","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14109"
"372","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14130"
"373","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14134"
"374","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14215"
"375","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14287"
"376","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14303"
"377","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14315"
"378","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14318"
"379","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14359"
"380","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14378"
"381","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14383"
"382","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14522"
"383","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14545"
"384","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14546"
"385","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14557"
"386","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14566"
"387","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14625"
"388","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14671"
"389","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14693"
"390","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14705"
"391","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14709"
"392","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14719"
"393","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14725"
"394","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14756"
"395","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14758"
"396","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14831"
"397","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14918"
"398","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14954"
"399","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14967"
"400","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig14978"
"401","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15001"
"402","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15005"
"403","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15038"
"404","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15049"
"405","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15283"
"406","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15284"
"407","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15312"
"408","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15330"
"409","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15429"
"410","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15430"
"411","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15511"
"412","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15543"
"413","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15552"
"414","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15589"
"415","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15612"
"416","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15614"
"417","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15623"
"418","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15629"
"419","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15658"
"420","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15677"
"421","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15718"
"422","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15752"
"423","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15770"
"424","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15771"
"425","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15794"
"426","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15882"
"427","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15944"
"428","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15949"
"429","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15951"
"430","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig15961"
"431","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16018"
"432","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16036"
"433","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16056"
"434","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16058"
"435","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16130"
"436","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16141"
"437","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16155"
"438","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16185"
"439","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16200"
"440","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16209"
"441","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16215"
"442","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16239"
"443","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16249"
"444","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16332"
"445","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16389"
"446","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16398"
"447","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16420"
"448","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16473"
"449","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16527"
"450","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16563"
"451","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16570"
"452","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16624"
"453","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16710"
"454","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16752"
"455","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16758"
"456","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16766"
"457","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16793"
"458","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16922"
"459","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16969"
"460","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig16990"
"461","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17006"
"462","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17010"
"463","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17012"
"464","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17076"
"465","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17105"
"466","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17132"
"467","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17170"
"468","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17260"
"469","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17320"
"470","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17381"
"471","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17474"
"472","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17481"
"473","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17511"
"474","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17631"
"475","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17679"
"476","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17688"
"477","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17752"
"478","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17756"
"479","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17788"
"480","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17837"
"481","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17842"
"482","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17849"
"483","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17890"
"484","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17892"
"485","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17937"
"486","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17985"
"487","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig17991"
"488","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18105"
"489","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18111"
"490","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18138"
"491","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18147"
"492","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18164"
"493","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18209"
"494","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18232"
"495","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18328"
"496","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18344"
"497","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18346"
"498","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18427"
"499","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18479"
"500","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18492"
"501","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18493"
"502","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18560"
"503","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18735"
"504","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18750"
"505","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18826"
"506","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18861"
"507","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18890"
"508","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig18982"
"509","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19003"
"510","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19005"
"511","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19076"
"512","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19111"
"513","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19171"
"514","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19194"
"515","Down",NA,"Siderastrea_Mexico_Barshis-Radice_Host_contig19263"
"516","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00070",NA
"517","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00073",NA
"518","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00100",NA
"519","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00124",NA
"520","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00140",NA
"521","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00146",NA
"522","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00280",NA
"523","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00324",NA
"524","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00360",NA
"525","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00418",NA
"526","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00504",NA
"527","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00514",NA
"528","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00618",NA
"529","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00667",NA
"530","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00671",NA
"531","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00750",NA
"532","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00822",NA
"533","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00834",NA
"534","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00889",NA
"535","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00899",NA
"536","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig00942",NA
"537","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01006",NA
"538","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01101",NA
"539","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01130",NA
"540","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01234",NA
"541","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01259",NA
"542","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01325",NA
"543","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01353",NA
"544","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01407",NA
"545","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01462",NA
"546","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01523",NA
"547","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01583",NA
"548","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01731",NA
"549","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01734",NA
"550","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01748",NA
"551","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01886",NA
"552","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig01985",NA
"553","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02158",NA
"554","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02233",NA
"555","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02284",NA
"556","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02427",NA
"557","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02437",NA
"558","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02545",NA
"559","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02642",NA
"560","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02812",NA
"561","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02837",NA
"562","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02866",NA
"563","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02883",NA
"564","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig02983",NA
"565","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03183",NA
"566","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03208",NA
"567","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03279",NA
"568","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03293",NA
"569","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03357",NA
"570","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03385",NA
"571","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03419",NA
"572","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03425",NA
"573","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03478",NA
"574","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03512",NA
"575","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03552",NA
"576","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03572",NA
"577","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03585",NA
"578","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03616",NA
"579","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03656",NA
"580","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03737",NA
"581","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03779",NA
"582","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03826",NA
"583","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03845",NA
"584","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03863",NA
"585","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03874",NA
"586","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03907",NA
"587","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03960",NA
"588","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig03995",NA
"589","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04182",NA
"590","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04212",NA
"591","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04248",NA
"592","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04249",NA
"593","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04293",NA
"594","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04311",NA
"595","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04322",NA
"596","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig04361",NA
